tweet_id,tweet_time,tweet_text,sentiment,confidence,is_product_announcement,contains_metrics,urgency_level,topic_category,forward_looking,engagement_category,time_category,likes,retweets,change_1h,change_6h,change_12h,change_24h
1938682931498901861,2025-06-27 19:36:44+00:00,@ray4tesla @Tesla_AI Video coming soon!,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,LOW,MARKET_HOURS,8522,401,0.2327313349469373,,,
1938681051939008549,2025-06-27 19:29:16+00:00,"The first fully autonomous delivery of a Tesla Model Y from factory to a customer home across town, including highways, was just completed a day ahead of schedule!!

Congratulations to the @Tesla_AI t",BULLISH,0.9,True,True,HIGH,TECHNOLOGY,True,HIGH,MARKET_HOURS,142059,16696,0.6261682242990626,,,
1938676088160559644,2025-06-27 19:09:32+00:00,@karpathy Tesla has this nailed,BULLISH,0.8,False,False,LOW,TECHNOLOGY,True,LOW,MARKET_HOURS,2224,144,1.0813940750246431,,,
1937776062328668469,2025-06-25 07:33:10+00:00,@BasedBeffJezos @Tesla_Optimus Already does,BULLISH,0.8,True,False,LOW,PRODUCT,True,LOW,OVERNIGHT,5668,326,,,,
1937775951670378747,2025-06-25 07:32:43+00:00,@krilllincharts @gr0k420 @Tesla_Optimus Is it good enough to be 4.20? We shall see.,BULLISH,0.7,True,True,MEDIUM,PRODUCT,True,LOW,OVERNIGHT,1339,125,,,,
1937773921480376386,2025-06-25 07:24:39+00:00,"Optimus V3 is going to be 🤌

Excellent review w @Tesla_Optimus team",BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,OVERNIGHT,71350,7570,1.2475918215151285,1.3796532222981783,,1.287987073519353
1936981709779784186,2025-06-23 02:56:41+00:00,@TerryBlacks_BBQ @chazman @Tesla 🎯😂,BULLISH,0.8,False,False,LOW,OTHER,False,LOW,OVERNIGHT,1549,80,,,,
1936979275728781328,2025-06-23 02:47:01+00:00,.@Tesla_AI,NEUTRAL,0.5,False,False,LOW,TECHNOLOGY,False,MEDIUM,OVERNIGHT,33726,4446,,,,
1936918851943580028,2025-06-22 22:46:55+00:00,@ICannot_Enough @Tesla_AI @AdamGausepohl 😂,NEUTRAL,0.7,False,False,LOW,OTHER,False,LOW,WEEKEND,2157,77,,,,
1936917696714813452,2025-06-22 22:42:19+00:00,@Gfilche @Tesla Same,NEUTRAL,0.7,False,False,LOW,OTHER,False,LOW,WEEKEND,1954,82,,,,
1936889345589559501,2025-06-22 20:49:40+00:00,@srihari__ @Tesla_AI @robotaxi Your team has done a great job maximizing the performance of the Tesla AI computer. Robotaxi wouldn’t be possible yet without that.,BULLISH,0.8,True,False,MEDIUM,TECHNOLOGY,True,LOW,WEEKEND,3274,184,0.8844272551473137,-0.4180411784779804,,-2.9191787054942515
1936885071744729419,2025-06-22 20:32:41+00:00,Tesla AI teams,BULLISH,0.8,False,False,MEDIUM,TECHNOLOGY,True,HIGH,WEEKEND,298494,20223,0.8844272551473137,-0.4180411784779804,,-2.9191787054942515
1936882509993885860,2025-06-22 20:22:30+00:00,"All your media, streaming and preferred temperature settings just work automatically when you get into a Tesla @Robotaxi",BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,WEEKEND,65570,7594,0.8844272551473137,-0.4180411784779804,,-2.9191787054942515
1936876178356490546,2025-06-22 19:57:20+00:00,"Super congratulations to the @Tesla_AI software &amp; chip design teams on a successful @Robotaxi launch!!

Culmination of a decade of hard work.

Both the AI chip and software teams were built from s",BULLISH,0.9,True,False,HIGH,PRODUCT,True,HIGH,WEEKEND,127770,16935,0.8844272551473137,-0.4180411784779804,,-2.9191787054942515
1936834688188129503,2025-06-22 17:12:28+00:00,The @Tesla_AI robotaxi launch begins in Austin this afternoon with customers paying a $4.20 flat fee!,BULLISH,0.8,True,True,MEDIUM,PRODUCT,True,HIGH,WEEKEND,185062,18549,0.8844272551473137,-0.4180411784779804,,-2.9191787054942515
1936197687159984604,2025-06-20 23:01:16+00:00,@ByeonChansoo @Tesla @Tesla_AI @WholeMarsBlog @SawyerMerritt @JoeTegtmeyer True,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,AFTER_HOURS,1282,83,,,,
1934634683792515473,2025-06-16 15:30:27+00:00,@TeslaBoomerPapa Tesla FSD can operate in all conditions,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,LOW,MARKET_HOURS,3067,294,0.1225230676145735,,,-3.1916502798366393
1933586774288445947,2025-06-13 18:06:25+00:00,Extremely hard to steal a Tesla,BULLISH,0.8,False,False,LOW,SAFETY,False,HIGH,MARKET_HOURS,121594,11805,-1.057671909567539,,,
1933399839490126217,2025-06-13 05:43:37+00:00,Updated @Tesla Model S &amp; X!,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,HIGH,OVERNIGHT,80429,14496,1.4924423229912482,,,
1932830806596280570,2025-06-11 16:02:29+00:00,"Waiting for Dutch authorities and then the EU to approve. 

Very frustrating and hurts the safety of people in Europe, as driving with advanced Autopilot on results in four times fewer injuries!

Plea",BULLISH,0.8,False,True,HIGH,SAFETY,True,HIGH,MARKET_HOURS,87182,13193,-0.0333151614271045,,,0.2241201768732234
1932685529029751138,2025-06-11 06:25:12+00:00,"Tesla has by far the most advanced real-world AI. No one else is even close. 

Join us @Tesla_AI!",BULLISH,0.9,True,False,MEDIUM,TECHNOLOGY,True,HIGH,OVERNIGHT,87633,9437,-0.6254968725156314,-1.744491277543612,,-1.9574902125489304
1932591896939147494,2025-06-11 00:13:08+00:00,"@OwenSparks_ Tentatively, June 22.

We are being super paranoid about safety, so the date could shift.

First Tesla that drives itself from factory end of line all the way to a customer house is June ",BULLISH,0.8,True,True,MEDIUM,PRODUCT,True,LOW,AFTER_HOURS,14696,1651,-0.6254968725156314,-1.744491277543612,,-1.9574902125489304
1931106237049151880,2025-06-06 21:49:39+00:00,"@_milankovac_ Milan, thank you for your outstanding contribution to Tesla over the past decade. 

It was an honor working with you.

Enjoy the time with family.",BULLISH,0.9,False,False,LOW,PRODUCT,False,LOW,AFTER_HOURS,8074,303,,,,
1931001372096500143,2025-06-06 14:52:58+00:00,Congratulations Tesla Giga Berlin team!!,BULLISH,0.8,False,False,LOW,MANUFACTURING,False,HIGH,PRE_MARKET,98421,6636,0.0481919702206799,-1.4191704333953674,,
1929621916870234541,2025-06-02 19:31:30+00:00,Great work by @Tesla Nevada!,BULLISH,0.8,False,False,LOW,MANUFACTURING,False,HIGH,MARKET_HOURS,103153,12587,0.1110688919416582,,,1.7011077660538374
1929514660056694840,2025-06-02 12:25:18+00:00,"This tweet 9 years ago was how I started the Autopilot, now AI, team at Tesla.

Ashok, who now leads the team, was the first person I interviewed.

Milan, who leads Optimus, also joined very early. 

",BULLISH,0.8,True,False,LOW,TECHNOLOGY,True,HIGH,PRE_MARKET,82349,9443,-0.4437738528445904,1.3313215585337712,,2.316499511848757
1926289580623380780,2025-05-24 14:49:59+00:00,"Back to spending 24/7 at work and sleeping in conference/server/factory rooms. 

I must be super focused on 𝕏/xAI and Tesla (plus Starship launch next week), as we have critical technologies rolling o",BULLISH,0.8,False,False,HIGH,TECHNOLOGY,True,MEDIUM,WEEKEND,42024,6120,,,,
1925977074868642071,2025-05-23 18:08:12+00:00,Tesla self-driving massively improves your quality of life and safety for the thousands of life hours you’re in a car,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,MARKET_HOURS,76188,9230,-0.3187600526392674,,,
1924473372236476749,2025-05-19 14:33:01+00:00,True @Tesla_Optimus,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,PRE_MARKET,40112,8006,,,,
1923909543521591806,2025-05-18 01:12:34+00:00,@real86hands @Tesla ♥️,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,WEEKEND,1769,86,-0.4728236853733867,,,1.797024598615414
1923442371238244649,2025-05-16 18:16:11+00:00,Tesla vs other electric car companies https://t.co/KRXmRHEdcl,BULLISH,0.8,False,False,LOW,PRODUCT,False,HIGH,MARKET_HOURS,101191,12994,,,,
1922786198273036713,2025-05-14 22:48:47+00:00,@SawyerMerritt It is an honor to work with such a great team at Tesla,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,AFTER_HOURS,2316,182,0.3685885574716911,1.4018207386573944,,2.2751831840722385
1922603710594666529,2025-05-14 10:43:39+00:00,@Gfilche @Tesla The numbers get crazy fast!,BULLISH,0.8,False,True,MEDIUM,PRODUCT,True,LOW,PRE_MARKET,1050,100,0.8560837844198541,2.368204283360794,,-0.6310308307837252
1922547189022163258,2025-05-14 06:59:03+00:00,@stevenmarkryan I will have an Optimus dance troupe on stage with me at the Tesla shareholders meeting,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,LOW,OVERNIGHT,4236,413,,,,
1921859925325545980,2025-05-12 09:28:07+00:00,@WholeMarsBlog Tesla is waiting for EU approval (sigh),NEUTRAL,0.7,False,False,MEDIUM,PRODUCT,True,LOW,PRE_MARKET,2605,221,,,,
1921624407891481045,2025-05-11 17:52:15+00:00,Using Tesla Autopilot self-driving massively improves safety for you and others on the road,BULLISH,0.8,True,False,MEDIUM,SAFETY,True,MEDIUM,WEEKEND,33803,6389,1.5229958073942371,1.0703849574387003,,2.3599288527506057
1921375313256239222,2025-05-11 01:22:26+00:00,@Teslaconomics @Tesla Do you prefer “Move It” or “LFGMF”?,NEUTRAL,0.7,False,False,LOW,PRODUCT,False,LOW,WEEKEND,1299,101,,,,
1921238543461986574,2025-05-10 16:18:58+00:00,@Tesla_Asia ♥️,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,WEEKEND,888,50,1.5229958073942371,1.0703849574387003,,2.3599288527506057
1920974183195959568,2025-05-09 22:48:29+00:00,Sip tea in a Tesla while it drives you,BULLISH,0.8,True,False,LOW,PRODUCT,True,HIGH,AFTER_HOURS,113350,10806,1.5229958073942371,1.0703849574387003,,2.3599288527506057
1919365055386108364,2025-05-05 12:14:23+00:00,"@electric_btc @ndhawk88 @Starlink Any battery or generator will work. 

If you have solar and a Tesla Powerwall, your house will have power and Starlink will work indefinitely.",BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,LOW,PRE_MARKET,880,83,0.3663402248821149,,,-0.583968081247738
1919086615902695873,2025-05-04 17:47:58+00:00,"@wa6218693 @gork @AskPerplexity @onlybangers Ooh, good idea. 

What could be more fun than fart mode on a Tesla while talking to @gork!",BULLISH,0.8,True,False,LOW,PRODUCT,True,LOW,WEEKEND,595,50,,,,
1916849232105152551,2025-04-28 13:37:24+00:00,@ada_lluch Tesla Powerwall plus Starlink should still work,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,LOW,PRE_MARKET,11770,588,,,,
1914327772748546484,2025-04-21 14:38:02+00:00,@SawyerMerritt @Tesla The Tesla solar roof is beautiful,BULLISH,0.8,True,False,LOW,PRODUCT,False,LOW,PRE_MARKET,2362,141,-0.5858425078480739,0.5792103285139507,,4.240173320953267
1913641446554431775,2025-04-19 17:10:49+00:00,@SawyerMerritt @Tesla Wow,NEUTRAL,0.5,False,False,LOW,OTHER,False,LOW,WEEKEND,2074,85,,,,
1913232558805987451,2025-04-18 14:06:02+00:00,Tesla self-driving is amazing!,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,PRE_MARKET,54403,7237,,,,
1911777434976002384,2025-04-14 13:43:54+00:00,"For the first time, there will soon be a generalized, pure AI solution to full self-driving.

Just cameras and the Tesla AI chip with Tesla AI software.",BULLISH,0.8,True,False,MEDIUM,TECHNOLOGY,True,HIGH,PRE_MARKET,94681,16260,-2.870487496351075,,,-0.7181083973922346
1911772010193002581,2025-04-14 13:22:20+00:00,Tesla full self-driving will amaze you,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,PRE_MARKET,47553,6045,-2.870487496351075,,,-0.7181083973922346
1910841615624568851,2025-04-11 23:45:17+00:00,@GuntherEagleman @Tesla ♥️,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,AFTER_HOURS,1951,107,-2.870487496351075,,,-0.7181083973922346
1910761151253881060,2025-04-11 18:25:33+00:00,Congratulations Tesla Texas!,BULLISH,0.8,False,False,LOW,MANUFACTURING,False,HIGH,MARKET_HOURS,260274,24238,1.052249637155303,,,
1909845542190153867,2025-04-09 05:47:15+00:00,@ScottJenningsKY @Tesla 🇺🇸🇺🇸🇺🇸,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,OVERNIGHT,2541,175,,,,
1907330947382489130,2025-04-02 07:15:09+00:00,Tesla Model Y is #1 in China,BULLISH,0.8,False,True,MEDIUM,PRODUCT,False,HIGH,OVERNIGHT,128808,15372,4.745575431978831,3.1071993294088625,,2.0594006591606293
1907328843255329058,2025-04-02 07:06:47+00:00,@WholeMarsBlog But when did they start vs when did we form the humanoid robotics team at Tesla?,NEUTRAL,0.7,True,False,MEDIUM,TECHNOLOGY,True,LOW,OVERNIGHT,1382,82,,,,
1906798844349718867,2025-03-31 20:00:45+00:00,"@LauraLoomer @stclairashley @Tesla I don’t know if the child is mine or not, but am not against finding out. No court order is needed. 

Despite not knowing for sure, I have given Ashley $2.5M and am ",NEUTRAL,0.8,False,True,LOW,FINANCIAL,False,HIGH,MARKET_HOURS,94708,8001,,,,
1906757915735908455,2025-03-31 17:18:07+00:00,Anyone who scrawls a swastika on a Tesla has obviously committed a hate crime,BULLISH,0.8,False,False,HIGH,SAFETY,False,HIGH,MARKET_HOURS,168455,24893,,,,
1906598771464507807,2025-03-31 06:45:44+00:00,"@Gfilche @Tesla A crazy amount of execution is needed to get there, but I do see a path to world’s biggest company",NEUTRAL,0.5,False,False,LOW,OTHER,False,LOW,OVERNIGHT,2643,185,1.7590899857810212,5.03757871216738,,8.47044485070079
1906468508453716038,2025-03-30 22:08:07+00:00,@libsoftiktok The violence against Tesla is insane!,BULLISH,0.8,False,False,MEDIUM,SAFETY,False,LOW,WEEKEND,5384,394,,,,
1906444653668253838,2025-03-30 20:33:20+00:00,@MattFarrar12 @Tesla ❤️,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,WEEKEND,702,49,1.7590899857810212,5.03757871216738,,8.47044485070079
1906434075776446858,2025-03-30 19:51:18+00:00,"Based on the videos I’ve seen so far, the worst fear of the paid Tesla “protestors” appears to be having to get a real job",BULLISH,0.8,False,False,LOW,OTHER,False,HIGH,WEEKEND,210143,22032,,,,
1906229231773680068,2025-03-30 06:17:19+00:00,"Sure is insanely ironic that the people shooting bullets into Tesla stores, burning down cars and generally being violent are calling me a Nazi when I have done literally zero violence at all 🤷‍♂️",BULLISH,0.8,False,False,MEDIUM,SAFETY,False,HIGH,WEEKEND,278878,44004,,,,
1904273358675419168,2025-03-24 20:45:23+00:00,"@robbystarbuck They thought that was a Tesla showroom, but it was actually the Dept of Education. Joke’s on them.",BULLISH,0.8,False,False,LOW,OTHER,False,LOW,MARKET_HOURS,3878,279,,,,
1904272968328347712,2025-03-24 20:43:49+00:00,"Turns out that we can get radical leftists to burn down any government department if we just put a Tesla logo on it! 

This will be so easy. They’ll never figure it out.",BEARISH,0.9,False,False,HIGH,OTHER,True,HIGH,MARKET_HOURS,187758,26239,,,,
1904055296093311406,2025-03-24 06:18:52+00:00,@HarmeetKDhillon Tesla,NEUTRAL,0.7,False,False,LOW,PRODUCT,False,LOW,OVERNIGHT,3050,131,,,,
1903857760208400772,2025-03-23 17:13:56+00:00,"Many of those doing these “takedowns” have also sold Tesla stock short, so they benefit financially from a drop in the stock",BEARISH,0.8,False,False,MEDIUM,FINANCIAL,False,MEDIUM,WEEKEND,54480,14567,-0.833819880309453,,,1.33557144942343
1903525203528888483,2025-03-22 19:12:28+00:00,"Just wanted to say thank you to everyone supporting Tesla in the face of relentless attacks. 

❤️❤️ Super Appreciated!! ❤️❤️",BULLISH,0.8,False,False,LOW,OTHER,False,VIRAL,WEEKEND,758581,62242,-0.833819880309453,,,1.33557144942343
1903300435579994457,2025-03-22 04:19:20+00:00,@IngrahamAngle @Tesla @PamBondi @Kash_Patel Thanks! ❤️,BULLISH,0.8,False,False,LOW,OTHER,False,LOW,WEEKEND,2265,150,,,,
1903228023345651900,2025-03-21 23:31:35+00:00,"The worst bad guys are the ones who are financing the Tesla terror campaign 
https://t.co/nHyn73wuuz",BEARISH,0.8,False,False,MEDIUM,SAFETY,False,HIGH,AFTER_HOURS,310363,48499,,,,
1903148848685679068,2025-03-21 18:16:58+00:00,The ultimate master plan of @Tesla is to create sustainable abundance for all,BULLISH,0.8,False,False,LOW,PRODUCT,True,HIGH,MARKET_HOURS,123293,13501,-0.640895631363328,,,
1902899450487455809,2025-03-21 01:45:57+00:00,"Tesla all-hands live presentation 
 https://t.co/jQOt6WB2LN",BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,OVERNIGHT,39634,6579,,,,
1902154382818316709,2025-03-19 00:25:19+00:00,Attorney General Bondi Statement on Violent Attacks Against Tesla Property https://t.co/4KWTnice1V,NEUTRAL,0.7,False,False,MEDIUM,SAFETY,False,MEDIUM,AFTER_HOURS,40385,7638,,,,
1901380871732461841,2025-03-16 21:11:40+00:00,@WholeMarsBlog The legacy media is making people so crazy that they’re firebombing Tesla Superchargers!,BEARISH,0.8,False,False,HIGH,SAFETY,False,LOW,WEEKEND,2516,265,,,,
1901023662569918898,2025-03-15 21:32:15+00:00,@RobSchneider @Tesla ❤️,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,WEEKEND,2332,102,-0.6360572872788623,,,-5.43597304128054
1900863634000990678,2025-03-15 10:56:21+00:00,Tesla self-driving is smooth,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,WEEKEND,33182,2924,-0.6360572872788623,,,-5.43597304128054
1900491945685741644,2025-03-14 10:19:23+00:00,Tesla,NEUTRAL,1.0,False,False,LOW,PRODUCT,False,HIGH,PRE_MARKET,108466,15920,,,,
1900423076526829815,2025-03-14 05:45:44+00:00,"The Tesla Powerwall is an uninterrupted power supply for your house. 

Your computer won’t even reboot if there’s a blackout!

You’ll have to look out the window at the dark houses around you even to ",BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,HIGH,OVERNIGHT,102239,14049,2.7865187148062227,,,
1899857023170138159,2025-03-12 16:16:26+00:00,"@amuse Wow, they’re totally insane. 

Death threats, shooting up Tesla stores and burning down Superchargers are definitely not “legitimate forms of protest”!",NEUTRAL,0.5,False,False,LOW,OTHER,False,LOW,MARKET_HOURS,6141,823,,,,
1899149605683515703,2025-03-10 17:25:25+00:00,@Eric_Schmitt @realDonaldTrump @Tesla @X ❤️,NEUTRAL,0.5,False,False,LOW,OTHER,False,LOW,MARKET_HOURS,2062,135,,,,
1898977274273161652,2025-03-10 06:00:38+00:00,@LauraLoomer @Tesla @LoomerUnleashed @CcpSkipTracer !!,NEUTRAL,0.5,False,False,LOW,OTHER,False,LOW,OVERNIGHT,2843,210,,,,
1898783119039213930,2025-03-09 17:09:07+00:00,"Heartfelt thanks to everyone supporting @Tesla, despite many attacks against our stores and offices ❤️❤️❤️",BULLISH,0.8,False,False,MEDIUM,OTHER,False,HIGH,WEEKEND,284028,28907,,,,-1.4681964042375504
1898601784005808152,2025-03-09 05:08:34+00:00,Total completion cost of the Tesla Cortex 1 AI training cluster will be ~$5B,BULLISH,0.8,True,True,MEDIUM,TECHNOLOGY,True,MEDIUM,WEEKEND,80752,6251,,,,
1898369343399899218,2025-03-08 13:44:56+00:00,"An investigation has found 5 ActBlue-funded groups responsible for Tesla “protests”: Troublemakers, Disruption Project, Rise & Resist, Indivisible Project and Democratic Socialists of America.

ActBlu",BEARISH,0.8,False,True,MEDIUM,FINANCIAL,True,HIGH,WEEKEND,292515,72170,,,,
1896639213866778886,2025-03-03 19:10:01+00:00,@Tesla True,BULLISH,0.8,False,False,LOW,PRODUCT,False,LOW,MARKET_HOURS,1488,81,,,,
1896630890484338761,2025-03-03 18:36:56+00:00,The Tesla team did a great job clearing out the broken conveyor system within 48 hours!,BULLISH,0.8,False,True,MEDIUM,MANUFACTURING,False,LOW,MARKET_HOURS,15561,1134,0.8193564200427298,,,-4.478448124934334
1896619960899948862,2025-03-03 17:53:30+00:00,"A senior exec at Tesla sent me some funny pics from days in the factory where I was trying to show the construction team day shift what equipment wasn’t working and needed to be removed.

So, I spray-",BULLISH,0.8,False,False,LOW,MANUFACTURING,False,HIGH,MARKET_HOURS,171338,10257,,,,
1896406469320581616,2025-03-03 03:45:10+00:00,@TeslaBoomerMama @Tesla Car could honk at people if you want,NEUTRAL,0.7,True,False,LOW,PRODUCT,True,LOW,OVERNIGHT,4447,176,,,,
1895997740385255784,2025-03-02 00:41:01+00:00,"It will require outstanding execution, but I think more like 1000% gain for Tesla in 5 years is possible",BULLISH,0.8,False,True,MEDIUM,FINANCIAL,True,HIGH,WEEKEND,117393,11122,0.7634865887553258,-6.067709205371196,,-8.502159863376079
1895298304977838473,2025-02-28 02:21:43+00:00,@WholeMarsBlog The long-term outcome for Tesla is very high,BULLISH,0.8,False,False,LOW,FINANCIAL,True,LOW,OVERNIGHT,3818,479,5.28651847575057,5.6852627020785205,,
1894609015797125148,2025-02-26 04:42:44+00:00,@BLKMDL3 @Tesla_AI 🦾,BULLISH,0.8,False,False,LOW,TECHNOLOGY,False,LOW,OVERNIGHT,553,37,,,,
1893663715037176141,2025-02-23 14:06:26+00:00,Tesla self-driving feels like magic,BULLISH,0.8,True,False,MEDIUM,PRODUCT,True,MEDIUM,WEEKEND,58534,6699,-3.651726671565029,-2.3262307127112476,,-4.370315944158708
1892818050325332446,2025-02-21 06:06:04+00:00,"@SawyerMerritt @Tesla The Tesla factory IS the product. 

The Cybercab production line is like nothing else in the automotive industry.",BULLISH,0.8,True,False,MEDIUM,MANUFACTURING,True,LOW,OVERNIGHT,3704,446,-1.2723331302512104,-4.640190424913927,,
